bid,routine timestamp,routine score,name,day difference
89643,2019-03-29,92,Milkbean,-1.0
89648,2018-03-23,82,Zaoh Restaurant,10.0
89648,2019-04-04,83,Zaoh Restaurant,-1.0
89652,2018-06-14,98,Corks,-1.0
89653,2018-04-26,96,"Amami, LLC",91.0
89653,2019-06-04,100,"Amami, LLC",-1.0
89654,2019-05-15,98,Motel Capri,-1.0
89663,2018-07-25,92,Overtime,-1.0
89666,2018-04-14,100,Native Baking Company,-1.0
89678,2017-03-26,100,Bonito Poke,-1.0
89678,2018-09-22,100,Bonito Poke,-1.0
89678,2018-11-15,94,Bonito Poke,-1.0
89678,2018-12-06,98,Bonito Poke,-1.0
89678,2019-02-22,100,Bonito Poke,-1.0
89682,2017-02-07,96,The Organic Coup,-1.0
89682,2018-05-15,98,The Organic Coup,-1.0
89682,2019-03-07,96,The Organic Coup,-1.0
89685,2018-10-09,96,CafeLambretta,-1.0
89686,2017-07-06,100,Big Fish Little Fish Poke,-1.0
89686,2018-02-27,82,Big Fish Little Fish Poke,-1.0
89686,2018-04-03,82,Big Fish Little Fish Poke,-1.0
89686,2019-03-12,85,Big Fish Little Fish Poke,162.0
89686,2019-07-31,83,Big Fish Little Fish Poke,21.0
89687,2016-11-29,92,Mi Lindo Peru,-1.0
89687,2017-03-01,92,Mi Lindo Peru,-1.0
89687,2017-10-26,89,Mi Lindo Peru,-1.0
89687,2018-05-22,88,Mi Lindo Peru,-1.0
89687,2019-06-17,88,Mi Lindo Peru,-1.0
89694,2017-03-14,100,Homegrown Sustainable Sandwiches,-1.0
89694,2018-02-13,92,Homegrown Sustainable Sandwiches,-1.0
89694,2019-07-31,96,Homegrown Sustainable Sandwiches,-1.0
89696,2017-06-12,96,Eurest Dining at First Republic Bank,-1.0
89696,2018-05-24,96,Eurest Dining at First Republic Bank,-1.0
89696,2019-06-26,87,Eurest Dining at First Republic Bank,56.0
89701,2017-09-27,100,Thomas Edison Charter Academy,-1.0
89701,2018-02-26,100,Thomas Edison Charter Academy,-1.0
89701,2018-09-18,100,Thomas Edison Charter Academy,-1.0
89701,2019-02-22,93,Thomas Edison Charter Academy,-1.0
89701,2019-09-12,100,Thomas Edison Charter Academy,-1.0
89710,2017-04-24,87,Manila Bowl,8.0
89710,2018-03-28,94,Manila Bowl,-1.0
89710,2019-03-06,92,Manila Bowl,-1.0
89722,2017-07-14,92,Roadside Rotisserie #3,-1.0
89723,2017-04-29,91,Passione Pizza,-1.0
89728,2017-03-17,89,Frena,12.0
89728,2018-01-22,91,Frena,-1.0
89728,2019-05-17,92,Frena,-1.0
89733,2017-11-20,75,Hawker Fare,-1.0
89733,2018-08-22,81,Hawker Fare,-1.0
89748,2017-04-20,100,COOL!NARIA,-1.0
89748,2018-12-11,93,COOL!NARIA,-1.0
89748,2019-05-24,93,COOL!NARIA,-1.0
89751,2018-03-30,78,Fisherman's Grotto,12.0
89751,2019-02-25,86,Fisherman's Grotto,-1.0
89751,2019-09-11,90,Fisherman's Grotto,-1.0
89758,2017-03-01,85,An Chi Inc,-1.0
89758,2017-12-11,81,An Chi Inc,-1.0
89758,2019-02-26,82,An Chi Inc,-1.0
89758,2019-09-16,82,An Chi Inc,-1.0
89765,2019-05-09,92,Simply Delish,-1.0
89772,2017-01-17,98,UMA Casa,-1.0
89772,2018-03-20,92,UMA Casa,-1.0
89772,2019-06-11,93,UMA Casa,-1.0
89773,2017-07-19,84,Sushi Uma Inc,50.0
89773,2018-05-14,94,Sushi Uma Inc,-1.0
89773,2019-09-19,92,Sushi Uma Inc,-1.0
89775,2017-10-19,91,Flores,-1.0
89775,2018-05-02,91,Flores,-1.0
89788,2019-04-30,96,Sajj,-1.0
89789,2017-05-18,100,Parker,323.0
89789,2018-03-27,87,Parker,10.0
89789,2019-06-10,90,Parker,-1.0
89798,2017-01-04,86,Tang Collection,131.0
89798,2017-11-30,82,Tang Collection,-1.0
89803,2016-12-15,100,Ushio Ramen,-1.0
89803,2018-04-17,88,Ushio Ramen,-1.0
89803,2019-09-17,88,Ushio Ramen,-1.0
89830,2018-02-06,90,Stop-N-Wrap,-1.0
89830,2019-06-21,84,Stop-N-Wrap,-1.0
89834,2017-05-11,96,Belcampo Meat Company LLC,-1.0
89839,2017-04-20,96,Cooksoo Truck LLC,-1.0
89847,2019-02-13,87,Mission Asia Noodle,-1.0
89865,2017-10-26,94,Fermentation Lab,-1.0
89900,2016-12-06,93,Tout Sweet Patisserie,-1.0
89906,2017-01-18,98,The Fudbox,-1.0
89909,2018-05-09,88,The Grilled Cheeezguy LLC,-1.0
89920,2017-02-14,96,King Kee,-1.0
89920,2018-03-06,98,King Kee,-1.0
89920,2019-03-07,90,King Kee,11.0
89922,2017-12-12,94,Sheraton Fisherman's Wharf Hotel,-1.0
89922,2018-11-30,90,Sheraton Fisherman's Wharf Hotel,-1.0
89922,2019-08-26,94,Sheraton Fisherman's Wharf Hotel,-1.0
89927,2017-12-05,100,Planet Cafe,269.0
89927,2018-08-27,93,Planet Cafe,4.0
89927,2019-08-06,100,Planet Cafe,-1.0
89931,2017-06-20,100,Almanac San Francisco,-1.0
89931,2017-12-01,98,Almanac San Francisco,-1.0
89948,2017-09-20,83,"Cafe X Technologies, Inc",14.0
89952,2019-08-22,87,Sam's Grill & Seafood Restaurant,-1.0
89968,2018-06-26,98,The Riddler,-1.0
89969,2018-02-28,92,Red Sea Pizza and Market,-1.0
89981,2019-01-30,79,Poke Origin,2.0
89982,2017-01-25,71,Pakwan Restaurant,21.0
89982,2019-01-10,90,Pakwan Restaurant,-1.0
89982,2019-07-12,81,Pakwan Restaurant,-1.0
89988,2017-07-05,94,Vegan Picnic,37.0
89988,2017-11-21,96,Vegan Picnic,-1.0
89993,2017-11-02,76,Henry's Hunan Restaurant,-1.0
89993,2018-09-11,79,Henry's Hunan Restaurant,-1.0
89993,2019-05-08,88,Henry's Hunan Restaurant,-1.0
90001,2017-03-17,-1,Bon Appetit Management Company @ Yahoo SF,-1.0
90001,2017-10-18,-1,Bon Appetit Management Company @ Yahoo SF,-1.0
90001,2019-05-29,89,Bon Appetit Management Company @ Yahoo SF,8.0
90008,2017-11-20,91,Souvla,44.0
90008,2018-06-19,87,Souvla,-1.0
90008,2019-05-29,91,Souvla,-1.0
90010,2017-01-05,96,Noeteca,-1.0
90010,2017-08-23,92,Noeteca,-1.0
90010,2018-07-09,94,Noeteca,-1.0
90010,2019-07-29,100,Noeteca,-1.0
90015,2017-11-30,98,Laundre,-1.0
90015,2018-07-25,96,Laundre,-1.0
90015,2019-08-09,86,Laundre,-1.0
90029,2017-05-12,96,Sharetea,-1.0
90029,2018-04-16,94,Sharetea,-1.0
90029,2019-09-06,96,Sharetea,-1.0
90030,2018-10-17,88,United Nations Cafe,-1.0
90039,2017-02-27,90,Grill Restaurant & Lobby Bar,-1.0
90039,2018-04-26,81,Grill Restaurant & Lobby Bar,22.0
90039,2019-06-06,94,Grill Restaurant & Lobby Bar,-1.0
90040,2017-02-27,94,St. Regis Hotel San Francisco Main Kitchen,-1.0
90040,2018-04-26,96,St. Regis Hotel San Francisco Main Kitchen,22.0
90040,2019-06-06,88,St. Regis Hotel San Francisco Main Kitchen,-1.0
90041,2016-12-15,100,Mama Lamees,-1.0
90041,2017-08-31,94,Mama Lamees,-1.0
90041,2018-04-13,100,Mama Lamees,-1.0
90041,2018-09-28,98,Mama Lamees,-1.0
90041,2019-04-17,100,Mama Lamees,-1.0
90045,2017-02-27,96,Vitrine Restaurant,-1.0
90045,2018-04-26,96,Vitrine Restaurant,22.0
90045,2019-06-06,96,Vitrine Restaurant,-1.0
90058,2017-12-13,100,The Organic Coup,-1.0
90058,2019-05-07,100,The Organic Coup,-1.0
90060,2017-06-12,96,Hermanos Coffee & Juice Bar,-1.0
90060,2018-06-22,96,Hermanos Coffee & Juice Bar,-1.0
90067,2017-01-19,100,Atlas Tap Room,-1.0
90067,2017-02-16,92,Atlas Tap Room,-1.0
90067,2019-03-14,85,Atlas Tap Room,8.0
90067,2019-09-17,89,Atlas Tap Room,-1.0
90093,2018-12-11,92,"Berber Group, LLC",10.0
90096,2016-12-29,91,Neighbor Bakehouse,-1.0
90096,2019-04-09,92,Neighbor Bakehouse,-1.0
90110,2019-08-06,90,El Antigua Cafe Corporation,-1.0
90114,2017-12-13,98,San Francisco Marriott Fisherman's Wharf,-1.0
90114,2019-04-03,98,San Francisco Marriott Fisherman's Wharf,-1.0
90137,2017-01-21,98,Joe & The Juice,-1.0
90137,2017-11-28,100,Joe & The Juice,-1.0
90137,2018-01-29,96,Joe & The Juice,-1.0
90137,2019-03-06,80,Joe & The Juice,6.0
90139,2019-01-04,86,The Spicy Shrimp,-1.0
90139,2019-07-16,81,The Spicy Shrimp,-1.0
90147,2017-07-11,94,"Cod Mother, Inc",-1.0
90149,2018-05-03,94,Salt & Straw - Fillmore,-1.0
90149,2019-05-01,94,Salt & Straw - Fillmore,-1.0
90150,2017-01-30,100,Rooh,-1.0
90150,2018-11-07,83,Rooh,6.0
90192,2017-03-15,79,Ming Hui Dim Sum,-1.0
90192,2018-04-09,81,Ming Hui Dim Sum,-1.0
90192,2019-04-30,84,Ming Hui Dim Sum,-1.0
90194,2017-04-12,96,Jackrabbit,-1.0
90194,2018-06-01,88,Jackrabbit,1.0
90194,2019-01-02,93,Jackrabbit,-1.0
90203,2018-02-13,-1,"KBGC, Inc.",-1.0
90203,2018-10-09,90,"KBGC, Inc.",-1.0
90212,2018-01-25,90,Kingza,-1.0
90212,2018-09-27,80,Kingza,-1.0
90212,2019-08-13,81,Kingza,-1.0
90213,2017-08-10,98,Senor Sisig (#6),-1.0
90213,2018-06-08,98,Senor Sisig (#6),-1.0
90213,2018-12-13,96,Senor Sisig (#6),-1.0
90213,2019-05-28,98,Senor Sisig (#6),-1.0
90213,2019-07-18,96,Senor Sisig (#6),-1.0
90214,2017-10-16,90,The Melt,1.0
90214,2018-07-26,89,The Melt,-1.0
90214,2019-06-03,82,The Melt,-1.0
90217,2018-06-05,87,Heritage,7.0
90217,2019-02-28,91,Heritage,-1.0
90217,2019-07-30,90,Heritage,-1.0
90219,2017-03-09,100,Island Cove Market,-1.0
90219,2018-09-05,90,Island Cove Market,7.0
90221,2017-08-30,81,Iza Ramen,23.0
90221,2018-05-29,81,Iza Ramen,-1.0
90221,2019-05-09,87,Iza Ramen,-1.0
90222,2019-03-07,94,Punch Line San Francisco,41.0
90233,2017-12-08,96,Access SFUSD: Bay Street,-1.0
90233,2018-02-27,96,Access SFUSD: Bay Street,-1.0
90233,2018-10-04,94,Access SFUSD: Bay Street,-1.0
90233,2019-03-05,98,Access SFUSD: Bay Street,-1.0
90234,2017-12-07,92,The ARC San Francisco,-1.0
90234,2018-02-06,100,The ARC San Francisco,-1.0
90234,2018-11-14,100,The ARC San Francisco,-1.0
90234,2019-02-07,100,The ARC San Francisco,-1.0
90234,2019-09-04,100,The ARC San Francisco,-1.0
90236,2017-10-25,86,Pho Dong Huong,-1.0
90236,2019-01-17,63,Pho Dong Huong,-1.0
90236,2019-07-23,92,Pho Dong Huong,-1.0
90237,2018-04-10,86,Win's Restaurant,-1.0
90237,2019-08-27,83,Win's Restaurant,-1.0
90238,2017-01-31,84,USA Power Market,38.0
90238,2018-03-26,71,USA Power Market,-1.0
90238,2019-04-23,73,USA Power Market,-1.0
90239,2017-09-06,88,Alba Ray's,247.0
90239,2018-04-30,88,Alba Ray's,11.0
90239,2019-07-01,72,Alba Ray's,-1.0
90240,2017-11-22,96,Norcina,-1.0
90240,2018-08-31,98,Norcina,-1.0
90240,2019-05-10,96,Norcina,-1.0
90255,2017-03-27,92,Coast Poke Counter,-1.0
90255,2018-01-22,96,Coast Poke Counter,-1.0
90255,2019-03-20,100,Coast Poke Counter,-1.0
90256,2017-01-05,90,Swamp Restaurant,-1.0
90256,2018-06-26,84,Swamp Restaurant,7.0
90256,2019-02-05,90,Swamp Restaurant,-1.0
90268,2017-02-14,96,Flik @ The Urban School,286.0
90268,2017-11-17,96,Flik @ The Urban School,10.0
90268,2018-03-26,100,Flik @ The Urban School,-1.0
90268,2018-12-11,100,Flik @ The Urban School,-1.0
90269,2016-12-29,100,Flik @ Urban School,333.0
90269,2017-11-17,96,Flik @ Urban School,10.0
90269,2018-03-26,100,Flik @ Urban School,-1.0
90269,2018-12-11,98,Flik @ Urban School,-1.0
90272,2017-11-28,80,"Eclectic Cookery, Inc",21.0
90272,2019-02-28,89,"Eclectic Cookery, Inc",-1.0
90272,2019-08-28,89,"Eclectic Cookery, Inc",-1.0
90273,2017-04-06,100,Trader Joe's #225,-1.0
90273,2018-11-19,98,Trader Joe's #225,-1.0
90281,2019-06-14,96,Blue Bottle Coffee,-1.0
90285,2017-06-12,100,Coast Poke Counter,-1.0
90285,2018-05-11,96,Coast Poke Counter,-1.0
90285,2019-07-03,94,Coast Poke Counter,-1.0
90310,2017-03-22,100,Zita,-1.0
90310,2017-11-07,100,Zita,-1.0
90310,2019-03-20,98,Zita,-1.0
90313,2017-09-27,96,MISSION BURGER,226.0
90313,2018-05-02,86,MISSION BURGER,9.0
90313,2019-05-14,92,MISSION BURGER,-1.0
90315,2017-03-29,90,BeQue Restaurant,-1.0
90315,2018-07-09,90,BeQue Restaurant,8.0
90316,2017-03-08,96,Blue Barn Gourmet,-1.0
90316,2018-03-06,91,Blue Barn Gourmet,7.0
90330,2017-08-26,100,Walking Fish Poke,-1.0
90331,2018-06-05,90,Thnasis Deli,7.0
90331,2019-04-25,90,Thnasis Deli,-1.0
90341,2019-06-14,92,Dumpling Time,-1.0
90343,2017-09-28,100,Herb N Kitchen,-1.0
90343,2019-03-08,98,Herb N Kitchen,11.0
90344,2017-09-28,100,Sf Hilton Employee Cafe,-1.0
90344,2019-03-08,98,Sf Hilton Employee Cafe,28.0
90352,2017-09-28,100,Urban Tavern,-1.0
90352,2019-03-08,98,Urban Tavern,-1.0
90378,2017-11-27,92,McDonald's,3.0
90378,2018-08-17,94,McDonald's,-1.0
90409,2017-09-27,92,McDonald's,-1.0
90409,2019-03-05,94,McDonald's,13.0
90417,2018-01-18,93,Pectopah LLC,22.0
90417,2018-10-03,92,Pectopah LLC,-1.0
90427,2017-04-20,92,McDonald's,-1.0
90427,2018-05-09,87,McDonald's,-1.0
90427,2019-05-10,90,McDonald's,-1.0
90428,2017-02-17,84,McDonald's,-1.0
90428,2018-12-12,94,McDonald's,-1.0
90433,2017-04-29,94,Gaga's Rollin Diner,-1.0
90436,2017-09-28,100,SF Hilton Pastry Bakery Kitchen,-1.0
90436,2019-03-08,100,SF Hilton Pastry Bakery Kitchen,-1.0
90437,2017-09-28,100,SF Hilton Main Kitchen,-1.0
90437,2019-03-01,94,SF Hilton Main Kitchen,7.0
90439,2017-09-28,100,Cityscape Bar & Lounge,-1.0
90439,2019-03-08,100,Cityscape Bar & Lounge,-1.0
90441,2017-09-28,100,SF Hilton Banquet Facilities,-1.0
90441,2019-03-01,96,SF Hilton Banquet Facilities,-1.0
90448,2017-03-09,86,Lin's Kitchen,314.0
90448,2018-01-16,76,Lin's Kitchen,1.0
90448,2019-04-23,65,Lin's Kitchen,-1.0
90449,2017-07-14,85,The Pork Exchange,-1.0
90449,2018-08-22,96,The Pork Exchange,-1.0
90458,2018-03-09,91,The Boba Shop,-1.0
90458,2019-06-11,96,The Boba Shop,-1.0
90460,2017-09-18,85,Mestiza Taqueria,7.0
90460,2018-05-25,96,Mestiza Taqueria,-1.0
90460,2019-02-20,85,Mestiza Taqueria,-1.0
90460,2019-09-17,88,Mestiza Taqueria,-1.0
90461,2017-04-01,90,Mr. T Cafe,-1.0
90461,2018-04-17,90,Mr. T Cafe,-1.0
90464,2017-03-15,100,Minnie Bell's Soul Movement,-1.0
90470,2017-01-28,100,North Border Taco,-1.0
90470,2018-06-02,88,North Border Taco,-1.0
90482,2018-09-27,90,Caffe Sapore,-1.0
90486,2017-11-20,96,Enough Tea & Coffee,-1.0
90486,2019-01-03,94,Enough Tea & Coffee,-1.0
90487,2018-01-02,83,"Yemen Kitchen, Inc.",15.0
90501,2018-07-20,98,Lone Star Saloon,-1.0
90503,2017-09-27,71,Park Gyros Castro,8.0
90503,2018-09-19,84,Park Gyros Castro,-1.0
90503,2019-02-19,90,Park Gyros Castro,-1.0
90504,2018-04-18,84,Tara Indian Cuisine,7.0
90504,2019-05-30,89,Tara Indian Cuisine,-1.0
90511,2017-08-02,89,Pink Onion,-1.0
90511,2018-05-04,96,Pink Onion,-1.0
90511,2019-07-02,90,Pink Onion,20.0
90514,2017-09-12,87,Le Marais Bakery Castro,10.0
90514,2018-08-06,90,Le Marais Bakery Castro,-1.0
90514,2019-09-23,79,Le Marais Bakery Castro,-1.0
90520,2017-10-25,96,Nucha,247.0
90520,2018-06-26,80,Nucha,3.0
90523,2017-04-26,96,Silver Star Cafe & Deli,-1.0
90523,2018-06-18,92,Silver Star Cafe & Deli,-1.0
90523,2019-07-12,78,Silver Star Cafe & Deli,3.0
90536,2017-08-03,85,Serendipity SF,7.0
90536,2018-10-29,92,Serendipity SF,-1.0
90539,2018-02-15,98,Andronica's Community Markets,-1.0
90539,2019-07-25,92,Andronica's Community Markets,-1.0
90568,2017-11-20,75,Brown Sugar Factory,102.0
90568,2018-06-05,86,Brown Sugar Factory,-1.0
90568,2019-04-17,87,Brown Sugar Factory,-1.0
90580,2017-03-15,100,Biondivino,-1.0
90580,2018-05-02,100,Biondivino,-1.0
90581,2017-09-06,87,Media Noche,9.0
90581,2018-04-16,90,Media Noche,-1.0
90581,2019-04-16,89,Media Noche,-1.0
90583,2018-02-05,96,Mixt Greens/Mixt,-1.0
90583,2019-02-06,85,Mixt Greens/Mixt,-1.0
90583,2019-09-30,85,Mixt Greens/Mixt,-1.0
90585,2017-10-02,90,Caffe Capriccio,-1.0
90585,2018-05-30,94,Caffe Capriccio,-1.0
90588,2017-04-13,90,Tekka House,20.0
90588,2018-05-03,85,Tekka House,-1.0
90593,2017-04-26,89,The Sea Star,-1.0
90595,2018-03-20,92,Noon-All Day,-1.0
90597,2018-11-01,89,Moonraker Mobile (#2),-1.0
90603,2018-03-05,84,Reina's Restaurant,-1.0
90603,2019-06-07,68,Reina's Restaurant,-1.0
90604,2018-04-24,84,Taqueria Los Amigos,-1.0
90604,2019-07-10,82,Taqueria Los Amigos,-1.0
90605,2017-04-21,100,Proper Food,-1.0
90605,2017-11-28,100,Proper Food,-1.0
90605,2019-03-07,94,Proper Food,-1.0
90614,2018-08-17,91,B-Side,-1.0
90622,2018-08-21,57,Taqueria Lolita,-1.0
90627,2017-02-23,-1,Healthy Spirits Castro,-1.0
90643,2017-05-22,90,Creperie Saint Germain,16.0
90643,2018-07-18,94,Creperie Saint Germain,-1.0
90643,2019-05-31,90,Creperie Saint Germain,-1.0
90652,2019-03-20,81,Kitava,62.0
90652,2019-09-17,88,Kitava,-1.0
90672,2017-04-12,96,Baron's Quality Meat & Seafood,8.0
90672,2018-03-20,90,Baron's Quality Meat & Seafood,-1.0
90672,2019-04-19,100,Baron's Quality Meat & Seafood,-1.0
90685,2017-10-03,100,The Douglas Room,-1.0
90685,2019-05-06,91,The Douglas Room,-1.0
90701,2018-07-16,83,Chef's Work in the Truck,-1.0
90701,2019-02-07,91,Chef's Work in the Truck,-1.0
90705,2017-03-03,96,Club Deluxe,-1.0
90705,2018-05-15,100,Club Deluxe,-1.0
90705,2019-07-24,98,Club Deluxe,-1.0
90708,2017-12-21,79,Creperie Saint Germain,-1.0
90709,2017-08-08,90,Hawaiian Drive Inn #28,-1.0
90709,2018-05-10,88,Hawaiian Drive Inn #28,-1.0
90709,2019-07-11,91,Hawaiian Drive Inn #28,-1.0
90710,2017-08-09,82,The Crepe Cafe,-1.0
90710,2018-02-02,88,The Crepe Cafe,-1.0
90710,2018-12-07,85,The Crepe Cafe,-1.0
90711,2017-06-28,89,"Thumbtack, Inc",42.0
90711,2018-01-30,100,"Thumbtack, Inc",-1.0
90711,2019-06-12,96,"Thumbtack, Inc",-1.0
90733,2017-10-22,92,Jeepsilog,-1.0
90733,2018-08-11,96,Jeepsilog,-1.0
90733,2018-12-07,90,Jeepsilog,-1.0
90758,2017-05-30,100,Hook Fish Company,-1.0
90758,2018-01-25,94,Hook Fish Company,-1.0
90758,2018-07-19,98,Hook Fish Company,-1.0
90758,2019-08-22,96,Hook Fish Company,-1.0
90760,2017-09-11,98,Pushkin,-1.0
90760,2018-06-04,100,Pushkin,-1.0
90760,2019-05-28,100,Pushkin,-1.0
90772,2017-10-17,96,Petit Marlowe,-1.0
90772,2018-11-13,92,Petit Marlowe,-1.0
90772,2019-07-17,94,Petit Marlowe,-1.0
90800,2017-10-04,96,Black Jet Baking Co.,-1.0
90800,2018-04-06,96,Black Jet Baking Co.,-1.0
90800,2019-05-14,100,Black Jet Baking Co.,-1.0
90801,2017-10-03,98,Ikes Love & Sandwiches,178.0
90801,2018-03-20,86,Ikes Love & Sandwiches,10.0
90801,2018-09-26,90,Ikes Love & Sandwiches,-1.0
90801,2019-04-04,94,Ikes Love & Sandwiches,-1.0
90808,2018-06-04,93,Pine & Taylor Market,1.0
90808,2019-05-16,100,Pine & Taylor Market,-1.0
90810,2017-06-09,94,Sataysfied Catering,-1.0
90812,2018-01-09,100,Mersea,-1.0
90812,2018-09-12,98,Mersea,-1.0
90813,2017-05-12,92,Kaisen Sushi,-1.0
90813,2018-04-16,86,Kaisen Sushi,-1.0
90813,2019-06-03,78,Kaisen Sushi,3.0
90817,2017-03-15,100,Tamalitos Catering,-1.0
90818,2017-03-20,100,TrilogiSF,-1.0
90819,2019-01-28,89,Noe Valley Bakery,-1.0
90826,2019-04-04,98,Tpumps Inc,-1.0
90833,2018-06-25,100,Nopa Liquors & Deli,-1.0
90837,2018-07-12,94,Beanstalk - Inner Richmond,-1.0
90837,2019-02-14,96,Beanstalk - Inner Richmond,-1.0
90837,2019-09-05,94,Beanstalk - Inner Richmond,-1.0
90839,2018-04-27,96,The Grove - Design District,-1.0
90840,2017-10-10,89,Steep Creamery & Tea,7.0
90840,2019-04-29,92,Steep Creamery & Tea,-1.0
90846,2018-12-12,79,Namu Stonepot,7.0
90862,2018-07-23,85,Om Indian Cuisine,7.0
90862,2019-05-01,83,Om Indian Cuisine,-1.0
90873,2019-02-15,98,Andytown Coffee Roasters,-1.0
90878,2017-11-09,92,Jiffy Dog,-1.0
90886,2019-09-24,100,AndyTown Coffee Roasters,-1.0
90891,2018-10-24,98,Creative Ideas Catering SF,-1.0
90892,2019-02-28,100,Word on the Street,-1.0
90893,2018-05-24,92,Blue Bottle Coffee,-1.0
90893,2019-03-19,92,Blue Bottle Coffee,-1.0
90894,2018-11-15,90,Bella 3848,-1.0
90895,2017-08-14,88,Trademark/Copyright,16.0
90895,2018-07-24,94,Trademark/Copyright,-1.0
90895,2019-07-08,87,Trademark/Copyright,-1.0
90896,2017-08-31,98,Mae Krua LLC,-1.0
90896,2018-02-23,96,Mae Krua LLC,-1.0
90896,2019-04-29,98,Mae Krua LLC,-1.0
90914,2018-06-27,100,Intercontinental Mark Hopkins,-1.0
90914,2019-02-07,98,Intercontinental Mark Hopkins,-1.0
90917,2017-06-13,94,Intercontinental Mark Hopkins,-1.0
90917,2018-06-27,96,Intercontinental Mark Hopkins,-1.0
90917,2019-02-07,98,Intercontinental Mark Hopkins,-1.0
90919,2019-01-16,81,Gorkha Kitchen,7.0
90925,2017-06-13,93,Intercontinental Mark Hopkins,-1.0
90925,2018-06-27,96,Intercontinental Mark Hopkins,-1.0
90925,2019-02-07,96,Intercontinental Mark Hopkins,-1.0
90929,2018-06-27,96,Intercontinental Mark Hopkins,-1.0
90929,2019-02-07,96,Intercontinental Mark Hopkins,-1.0
90930,2017-07-20,94,Olea Restaurant,-1.0
90930,2018-05-31,98,Olea Restaurant,-1.0
90930,2019-07-24,98,Olea Restaurant,-1.0
90930,2019-08-16,98,Olea Restaurant,-1.0
90931,2018-02-07,100,Salt & Straw,-1.0
90931,2018-10-23,100,Salt & Straw,-1.0
90939,2018-04-30,85,Jiangnan Cuisine,170.0
90939,2018-10-09,85,Jiangnan Cuisine,8.0
90939,2019-08-19,80,Jiangnan Cuisine,-1.0
90941,2017-04-28,85,Golden Saigon Restaurant Corp.,7.0
90941,2018-04-23,79,Golden Saigon Restaurant Corp.,-1.0
90941,2019-09-05,83,Golden Saigon Restaurant Corp.,-1.0
90945,2019-06-06,92,"Gambinos Deli, Inc.",7.0
90950,2018-10-29,81,El Azteca Taqueria,-1.0
90950,2019-05-09,81,El Azteca Taqueria,-1.0
90955,2018-07-16,86,Supreme Pizza,66.0
90955,2019-07-16,85,Supreme Pizza,-1.0
90971,2017-09-29,89,Esan Classic,11.0
90971,2018-03-20,94,Esan Classic,-1.0
90971,2018-09-25,96,Esan Classic,-1.0
90971,2019-04-16,96,Esan Classic,-1.0
90973,2018-05-23,100,Fraternite Notre Dame,-1.0
90974,2017-08-23,92,Beard Papa's,-1.0
90974,2018-05-07,-1,Beard Papa's,-1.0
90974,2019-04-11,94,Beard Papa's,-1.0
90976,2017-09-25,92,Beard Papa's,8.0
90976,2018-04-30,90,Beard Papa's,-1.0
90976,2019-08-22,96,Beard Papa's,-1.0
90977,2017-05-24,100,Kahnfections,-1.0
90977,2017-11-20,100,Kahnfections,-1.0
90977,2018-12-12,100,Kahnfections,-1.0
90977,2019-09-06,92,Kahnfections,-1.0
90989,2017-04-24,98,"AT&T Park - Cream, Inc.",-1.0
90989,2017-09-19,100,"AT&T Park - Cream, Inc.",-1.0
90989,2018-09-11,100,"AT&T Park - Cream, Inc.",-1.0
90989,2019-04-12,100,"AT&T Park - Cream, Inc.",-1.0
90990,2017-04-24,100,"AT&T Park - Cream, Inc.",-1.0
90990,2017-09-19,100,"AT&T Park - Cream, Inc.",-1.0
90990,2018-09-11,100,"AT&T Park - Cream, Inc.",-1.0
90990,2019-04-12,100,"AT&T Park - Cream, Inc.",-1.0
90991,2017-09-19,96,"AT&T Park - Cream, Inc.",-1.0
90991,2018-09-28,100,"AT&T Park - Cream, Inc.",-1.0
90991,2019-04-12,96,"AT&T Park - Cream, Inc.",-1.0
90991,2019-07-19,92,"AT&T Park - Cream, Inc.",-1.0
91012,2018-05-10,100,Fraternite Notre Dame,-1.0
91015,2017-06-20,94,Home Cafe,-1.0
91015,2018-06-15,93,Home Cafe,-1.0
91015,2019-02-12,93,Home Cafe,-1.0
91015,2019-09-09,98,Home Cafe,-1.0
91017,2017-07-15,100,El Porteno,-1.0
91019,2017-05-04,100,Panzon,-1.0
91019,2018-05-11,79,Panzon,354.0
91019,2018-05-14,100,Panzon,351.0
91019,2019-04-22,89,Panzon,8.0
91028,2017-09-07,85,New York Pizza Kitchen,-1.0
91028,2018-03-22,89,New York Pizza Kitchen,-1.0
91028,2019-08-21,90,New York Pizza Kitchen,-1.0
91035,2017-06-07,82,Koja Kitchen,-1.0
91035,2018-09-12,83,Koja Kitchen,-1.0
91035,2019-04-15,73,Koja Kitchen,-1.0
91038,2017-11-21,92,Hazel Southern Bar and Kitchen,-1.0
91041,2017-05-12,88,Chef Li's Cafe,-1.0
91041,2018-05-09,81,Chef Li's Cafe,-1.0
91041,2019-09-05,72,Chef Li's Cafe,-1.0
91042,2017-12-14,96,Hot Sauce and Panko,-1.0
91042,2018-05-30,98,Hot Sauce and Panko,-1.0
91044,2018-06-20,84,Chopsticks Restaurant,-1.0
91044,2019-08-19,79,Chopsticks Restaurant,-1.0
91067,2017-12-06,94,Soma Sushi,-1.0
91067,2019-03-26,86,Soma Sushi,-1.0
91067,2019-09-30,75,Soma Sushi,-1.0
91073,2017-12-20,100,"BlueStar Refreshment Services @ Uber Technologies, Inc",-1.0
91073,2019-05-17,96,"BlueStar Refreshment Services @ Uber Technologies, Inc",-1.0
